?x <http://yago-knowledge.org/resource/byTransport>/(<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>)+/(<http://www.w3.org/2002/07/owl#disjointWith>)+ ?y
?x <http://yago-knowledge.org/resource/happenedIn>/(<http://yago-knowledge.org/resource/hasCapital>)+/(<http://yago-knowledge.org/resource/created>)+ ?y
?x <http://yago-knowledge.org/resource/happenedIn>/(<http://yago-knowledge.org/resource/hasCapital>)+/(<http://yago-knowledge.org/resource/owns>)+ ?y
?x <http://yago-knowledge.org/resource/happenedIn>/(<http://yago-knowledge.org/resource/hasCapital>)+/(<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>)+ ?y
?x <http://yago-knowledge.org/resource/happenedIn>/(<http://yago-knowledge.org/resource/hasCapital>)+/(<http://yago-knowledge.org/resource/participatedIn>)+ ?y
?x <http://yago-knowledge.org/resource/happenedIn>/(<http://yago-knowledge.org/resource/dealsWith>)+/(<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>)+ ?y
?x <http://yago-knowledge.org/resource/happenedIn>/(<http://yago-knowledge.org/resource/dealsWith>)+/(<http://yago-knowledge.org/resource/hasCapital>)+ ?y
?x <http://yago-knowledge.org/resource/happenedIn>/(<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>)+/(<http://www.w3.org/2002/07/owl#disjointWith>)+ ?y
?x <http://yago-knowledge.org/resource/hasWonPrize>/(<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>)+/(<http://www.w3.org/2002/07/owl#disjointWith>)+ ?y
?x <http://yago-knowledge.org/resource/hasWordnetDomain>/(<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>)+/(<http://www.w3.org/2002/07/owl#disjointWith>)+ ?y
?x <http://yago-knowledge.org/resource/isCitizenOf>/(<http://yago-knowledge.org/resource/hasCapital>)+/(<http://yago-knowledge.org/resource/created>)+ ?y
?x <http://yago-knowledge.org/resource/isCitizenOf>/(<http://yago-knowledge.org/resource/hasCapital>)+/(<http://yago-knowledge.org/resource/owns>)+ ?y
?x <http://yago-knowledge.org/resource/isCitizenOf>/(<http://yago-knowledge.org/resource/hasCapital>)+/(<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>)+ ?y
?x <http://yago-knowledge.org/resource/isCitizenOf>/(<http://yago-knowledge.org/resource/hasCapital>)+/(<http://yago-knowledge.org/resource/participatedIn>)+ ?y
?x <http://yago-knowledge.org/resource/isCitizenOf>/(<http://yago-knowledge.org/resource/dealsWith>)+/(<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>)+ ?y
?x <http://yago-knowledge.org/resource/isCitizenOf>/(<http://yago-knowledge.org/resource/dealsWith>)+/(<http://yago-knowledge.org/resource/hasCapital>)+ ?y
?x <http://yago-knowledge.org/resource/isCitizenOf>/(<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>)+/(<http://www.w3.org/2002/07/owl#disjointWith>)+ ?y
?x <http://yago-knowledge.org/resource/isLocatedIn>/(<http://yago-knowledge.org/resource/hasCapital>)+/(<http://yago-knowledge.org/resource/created>)+ ?y
?x <http://yago-knowledge.org/resource/isLocatedIn>/(<http://yago-knowledge.org/resource/hasCapital>)+/(<http://yago-knowledge.org/resource/owns>)+ ?y
?x <http://yago-knowledge.org/resource/isLocatedIn>/(<http://yago-knowledge.org/resource/hasCapital>)+/(<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>)+ ?y
?x <http://yago-knowledge.org/resource/isLocatedIn>/(<http://yago-knowledge.org/resource/dealsWith>)+/(<http://yago-knowledge.org/resource/hasCapital>)+ ?y
?x <http://yago-knowledge.org/resource/isLocatedIn>/(<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>)+/(<http://www.w3.org/2002/07/owl#disjointWith>)+ ?y
?x <http://yago-knowledge.org/resource/isPoliticianOf>/(<http://yago-knowledge.org/resource/hasCapital>)+/(<http://yago-knowledge.org/resource/created>)+ ?y
?x <http://yago-knowledge.org/resource/isPoliticianOf>/(<http://yago-knowledge.org/resource/hasCapital>)+/(<http://yago-knowledge.org/resource/owns>)+ ?y
?x <http://yago-knowledge.org/resource/isPoliticianOf>/(<http://yago-knowledge.org/resource/hasCapital>)+/(<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>)+ ?y
?x <http://yago-knowledge.org/resource/isPoliticianOf>/(<http://yago-knowledge.org/resource/hasCapital>)+/(<http://yago-knowledge.org/resource/participatedIn>)+ ?y
?x <http://yago-knowledge.org/resource/isPoliticianOf>/(<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>)+/(<http://www.w3.org/2002/07/owl#disjointWith>)+ ?y
?x <http://www.w3.org/2000/01/rdf-schema#:subClassOf>/(<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>)+/(<http://www.w3.org/2002/07/owl#disjointWith>)+ ?y
?x <http://yago-knowledge.org/resource/wasBornIn>/(<http://yago-knowledge.org/resource/hasCapital>)+/(<http://yago-knowledge.org/resource/created>)+ ?y
?x <http://yago-knowledge.org/resource/wasBornIn>/(<http://yago-knowledge.org/resource/hasCapital>)+/(<http://yago-knowledge.org/resource/owns>)+ ?y
?x <http://yago-knowledge.org/resource/wasBornIn>/(<http://yago-knowledge.org/resource/hasCapital>)+/(<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>)+ ?y
?x <http://yago-knowledge.org/resource/wasBornIn>/(<http://yago-knowledge.org/resource/hasCapital>)+/(<http://yago-knowledge.org/resource/participatedIn>)+ ?y
?x <http://yago-knowledge.org/resource/wasBornIn>/(<http://yago-knowledge.org/resource/dealsWith>)+/(<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>)+ ?y
?x <http://yago-knowledge.org/resource/wasBornIn>/(<http://yago-knowledge.org/resource/dealsWith>)+/(<http://yago-knowledge.org/resource/hasCapital>)+ ?y
?x <http://yago-knowledge.org/resource/wasBornIn>/(<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>)+/(<http://www.w3.org/2002/07/owl#disjointWith>)+ ?y
?x <http://yago-knowledge.org/resource/created>/(<http://yago-knowledge.org/resource/hasChild>)+/(<http://yago-knowledge.org/resource/isMarriedTo>)+ ?y
?x <http://yago-knowledge.org/resource/created>/(<http://yago-knowledge.org/resource/influences>)+/(<http://yago-knowledge.org/resource/isMarriedTo>)+ ?y
?x <http://yago-knowledge.org/resource/created>/(<http://yago-knowledge.org/resource/influences>)+/(<http://yago-knowledge.org/resource/hasChild>)+ ?y
?x <http://yago-knowledge.org/resource/created>/(<http://yago-knowledge.org/resource/isMarriedTo>)+/(<http://yago-knowledge.org/resource/hasChild>)+ ?y
?x <http://yago-knowledge.org/resource/hasChild>/(<http://yago-knowledge.org/resource/influences>)+/(<http://yago-knowledge.org/resource/isMarriedTo>)+ ?y
?x <http://yago-knowledge.org/resource/hasChild>/(<http://yago-knowledge.org/resource/influences>)+/(<http://yago-knowledge.org/resource/hasChild>)+ ?y
?x <http://yago-knowledge.org/resource/hasChild>/(<http://yago-knowledge.org/resource/isMarriedTo>)+/(<http://yago-knowledge.org/resource/hasChild>)+ ?y
?x <http://yago-knowledge.org/resource/hasChild>/(<http://yago-knowledge.org/resource/hasChild>)+/(<http://yago-knowledge.org/resource/isMarriedTo>)+ ?y
?x <http://yago-knowledge.org/resource/influences>/(<http://yago-knowledge.org/resource/hasChild>)+/(<http://yago-knowledge.org/resource/isMarriedTo>)+ ?y
?x <http://yago-knowledge.org/resource/influences>/(<http://yago-knowledge.org/resource/isMarriedTo>)+/(<http://yago-knowledge.org/resource/hasChild>)+ ?y
?x <http://yago-knowledge.org/resource/influences>/(<http://yago-knowledge.org/resource/influences>)+/(<http://yago-knowledge.org/resource/isMarriedTo>)+ ?y
?x <http://yago-knowledge.org/resource/influences>/(<http://yago-knowledge.org/resource/influences>)+/(<http://yago-knowledge.org/resource/hasChild>)+ ?y
?x <http://yago-knowledge.org/resource/isKnownFor>/(<http://yago-knowledge.org/resource/hasChild>)+/(<http://yago-knowledge.org/resource/isMarriedTo>)+ ?y
?x <http://yago-knowledge.org/resource/isKnownFor>/(<http://yago-knowledge.org/resource/isMarriedTo>)+/(<http://yago-knowledge.org/resource/hasChild>)+ ?y
?x <http://yago-knowledge.org/resource/isKnownFor>/(<http://yago-knowledge.org/resource/influences>)+/(<http://yago-knowledge.org/resource/isMarriedTo>)+ ?y
