?x (<http://www.wikidata.org/prop/direct/P138>/<http://www.wikidata.org/prop/direct/P31>)/(<http://www.wikidata.org/prop/direct/P279>)* ?y
?x <http://www.wikidata.org/prop/direct/P31>/(<http://www.wikidata.org/prop/direct/P279>)* ?y
?x (<http://www.wikidata.org/prop/direct/P21>/<http://www.wikidata.org/prop/direct/P461>)/<%http://www.wikidata.org/prop/direct/P21> ?y
?x (<http://www.wikidata.org/prop/direct/P131>)*/<http://www.wikidata.org/prop/direct/P17> ?y
?x (<http://www.wikidata.org/prop/direct/P131>/<http://www.wikidata.org/prop/direct/P131>)/<http://www.wikidata.org/prop/direct/P131> ?y
?x ((<http://www.wikidata.org/prop/direct/P131>/<http://www.wikidata.org/prop/direct/P131>)/<http://www.wikidata.org/prop/direct/P131>)/<http://www.wikidata.org/prop/direct/P131> ?y
?x (((<http://www.wikidata.org/prop/direct/P131>/<http://www.wikidata.org/prop/direct/P131>)/<http://www.wikidata.org/prop/direct/P131>)/<http://www.wikidata.org/prop/direct/P131>)/<http://www.wikidata.org/prop/direct/P131> ?y
?x <http://www.wikidata.org/prop/direct/P131>/(<http://www.wikidata.org/prop/direct/P131>)* ?y
?x (<http://www.wikidata.org/prop/direct/P279>)*/<http://www.wikidata.org/prop/direct/P1709> ?y
?x <http://www.wikidata.org/prop/direct/P106>/(<http://www.wikidata.org/prop/direct/P279>)* ?y
?x (<http://www.wikidata.org/prop/direct/P279>)+/(<%http://www.wikidata.org/prop/direct/P279>)+ ?y
?x (<http://www.wikidata.org/prop/direct/P31>/(<http://www.wikidata.org/prop/direct/P279>)*)/(<%http://www.wikidata.org/prop/direct/P279>)+ ?y
?x (<http://www.wikidata.org/prop/direct/P279>)+/((<%http://www.wikidata.org/prop/direct/P279>)*/<%http://www.wikidata.org/prop/direct/P31>) ?y
?x (<http://www.wikidata.org/prop/direct/P127>)+/(<http://www.wikidata.org/prop/direct/P156>)* ?y
?x (<http://www.wikidata.org/prop/direct/P749>)+/(<http://www.wikidata.org/prop/direct/P156>)* ?y
?x <http://www.wikidata.org/prop/direct/P361>/(<http://www.w3.org/2002/07/owl#sameAs>)? ?y
?x (<http://www.wikidata.org/prop/direct/P131>/(<http://www.wikidata.org/prop/direct/P279>)*)/<http://www.wikidata.org/prop/direct/P17> ?y
?x <http://www.wikidata.org/prop/direct/P19>/(<http://www.wikidata.org/prop/direct/P625>)* ?y
?x <http://www.wikidata.org/prop/direct/P166>/(<http://www.wikidata.org/prop/direct/P279>)* ?y
?x <http://www.wikidata.org/prop/direct/P1629>/(<http://www.wikidata.org/prop/direct/P361>)? ?y
?x <%http://www.wikidata.org/prop/direct/P425>/(<http://www.wikidata.org/prop/direct/P279>)* ?y
?x (<http://www.wikidata.org/prop/direct/P641>/<%http://www.wikidata.org/prop/direct/P425>)/(<http://www.wikidata.org/prop/direct/P279>)* ?y
?x <http://www.wikidata.org/prop/direct/P279>/(<http://www.wikidata.org/prop/direct/P279>)* ?y
?x <http://www.wikidata.org/prop/direct/P31>/(<http://www.wikidata.org/prop/direct/P1709>)* ?y
?x ((<http://www.wikidata.org/prop/direct/P131>/(<http://www.wikidata.org/prop/direct/P131>)?)/(<http://www.wikidata.org/prop/direct/P131>)?)/(<http://www.wikidata.org/prop/direct/P131>)? ?y
?x <http://www.wikidata.org/prop/direct/P195>/(<http://www.wikidata.org/prop/direct/P361>)* ?y
?x <http://www.wikidata.org/prop/direct/P31>/(<http://www.wikidata.org/prop/direct/P31>)* ?y
?x (<%http://www.wikidata.org/prop/direct/P39>/(<%http://www.wikidata.org/prop/direct/P279>)*) ?y
?x <http://www.wikidata.org/prop/direct/P39>/(<http://www.wikidata.org/prop/direct/P279>)* ?y
?x (<http://www.wikidata.org/prop/direct/P1647>)*/<http://www.wikidata.org/prop/direct/P767> ?y
